Time;Urban delivery, 3.5t;Regional delivery, 3.5t;Long haul, 3.5t;Urban delivery, 7.5t;Regional delivery, 8.5t;Long haul, 7.5t;Urban delivery, 18t;Regional delivery, 18t;Long haul, 18t;Urban delivery, 26t;Regional delivery, 26t;Long haul, 26t;Urban delivery, 40t;Regional delivery, 40t;Long haul, 40t;Urban delivery, 60t;Regional delivery, 60t;Long haul, 60t
187;15.0;51.9;59.5;15.0;51.9;52.9;15.0;51.9;52.9;15.0;50.3;48.9;15.0;51.7;51.7;12.4;45.1;43.5
188;15.0;51.9;60.0;15.0;51.9;52.4;15.0;51.9;52.4;15.0;50.7;48.5;15.0;51.0;51.1;13.8;45.1;44.4
189;15.0;51.9;60.0;15.0;51.9;52.0;15.0;51.9;52.0;15.0;51.2;48.0;15.0;50.1;50.4;14.4;45.1;45.2
190;15.0;51.9;60.0;15.0;51.9;51.5;15.0;51.9;51.5;15.0;51.6;47.5;15.0;49.2;49.8;15.0;45.3;45.8
191;15.0;51.9;60.0;15.0;51.7;51.1;15.0;51.7;51.1;15.0;51.5;46.8;15.0;48.6;49.1;14.9;45.5;46.3
192;15.0;51.9;60.0;15.0;51.3;50.8;15.0;51.3;50.8;15.0;50.7;46.2;15.0;48.0;48.5;14.9;45.7;46.6
193;15.0;51.9;60.0;15.0;50.8;50.4;15.0;50.8;50.4;15.0;50.0;45.4;15.0;47.6;47.9;15.0;46.0;46.7
194;15.0;51.9;60.0;15.0;50.3;50.1;15.0;50.3;50.1;15.0;49.9;44.6;15.0;47.2;47.3;15.0;46.3;46.7
195;15.0;51.9;60.0;15.0;49.9;49.8;15.0;49.9;49.8;15.0;50.2;43.8;15.0;46.9;46.7;15.0;46.6;46.5
196;15.0;51.6;60.0;15.0;49.6;49.5;15.0;49.6;49.5;15.0;50.5;42.9;15.0;46.7;46.1;15.0;46.9;46.2
197;15.0;50.0;60.0;15.0;49.3;49.2;15.0;49.3;49.2;15.0;50.5;42.1;15.0;46.5;45.5;15.0;47.2;45.8
198;15.0;46.9;60.0;15.0;49.1;49.0;15.0;49.1;49.0;15.0;50.0;41.3;15.0;46.3;45.0;15.0;47.6;45.3
199;15.0;43.3;60.0;15.0;49.0;48.8;15.0;49.0;48.8;15.0;49.4;40.5;15.0;46.2;44.4;15.0;47.9;44.7
200;15.0;39.8;60.0;15.0;49.0;48.8;15.0;49.0;48.8;15.0;49.0;39.8;15.0;46.2;43.9;15.0;48.3;44.0
201;15.0;38.1;60.0;15.0;49.0;48.9;15.0;49.0;48.9;15.0;48.7;39.0;15.0;46.2;43.4;15.0;48.6;43.3
202;15.0;38.0;60.0;15.0;49.1;49.1;15.0;49.1;49.1;15.0;48.4;38.3;15.0;46.4;42.8;15.0;49.1;42.5
203;15.0;38.0;60.0;14.8;49.3;49.4;15.0;49.3;49.4;15.0;48.1;37.5;15.0;46.6;42.3;15.0;49.6;41.7
204;13.6;38.0;60.0;12.9;48.1;49.9;15.0;48.1;49.9;15.0;47.9;36.8;15.0;46.9;41.8;15.0;50.2;40.9
205;10.4;38.0;60.0;9.3;44.9;50.4;15.0;44.9;50.4;15.0;47.8;35.2;15.0;47.2;41.3;15.0;50.3;40.0
206;6.8;38.0;60.0;5.7;41.3;51.0;13.6;41.3;51.0;15.0;47.7;33.0;15.0;46.5;41.0;15.0;49.9;39.1
207;3.4;38.0;60.0;2.3;38.7;51.7;10.3;38.7;51.7;15.0;47.7;32.1;15.0;43.8;40.7;15.0;49.6;38.2
208;0.8;38.0;60.0;0.3;38.0;52.5;6.8;38.0;52.5;15.0;47.8;32.1;13.7;40.2;40.6;15.0;49.4;37.4
209;0.0;38.0;60.0;0.0;38.0;53.3;3.3;38.0;53.3;14.6;48.0;32.0;10.5;38.2;40.5;15.0;49.2;36.5
210;0.0;38.0;60.0;0.0;38.0;54.3;0.8;38.0;54.3;12.5;48.2;31.9;7.0;38.0;40.6;15.0;49.1;35.7
211;0.0;38.0;60.0;0.0;38.0;55.4;0.0;38.0;55.4;9.1;48.6;31.9;3.5;38.0;40.7;15.0;49.0;34.9
212;0.0;38.0;60.0;0.0;38.0;56.5;0.0;38.0;56.5;5.8;47.3;31.8;0.9;38.0;41.0;15.0;49.0;34.1
213;0.0;36.5;60.0;0.0;38.0;57.6;0.0;38.0;57.6;2.5;44.0;31.8;0.0;38.0;41.3;15.0;49.0;33.3
214;0.0;33.2;60.0;0.0;38.0;58.6;0.0;38.0;58.6;0.5;40.5;31.8;0.0;38.0;41.7;13.7;49.1;32.6
215;0.0;29.6;60.0;0.0;38.0;59.2;0.0;38.0;59.2;0.0;38.3;31.8;0.0;38.0;42.3;10.7;49.3;31.8
216;0.0;26.0;60.0;0.0;38.0;58.9;0.0;38.0;58.9;0.0;38.0;32.0;0.0;38.0;42.9;7.1;49.7;31.0
217;0.0;22.6;60.0;0.0;38.0;58.5;0.0;38.0;58.5;0.0;38.0;32.2;0.0;38.0;43.6;3.7;50.0;30.2
218;0.0;20.4;60.0;0.0;38.0;58.8;0.0;38.0;58.8;0.0;38.0;32.4;0.0;38.0;44.4;1.0;49.3;29.5
219;0.0;20.0;60.0;0.0;37.0;59.5;0.0;37.0;59.5;0.0;38.0;32.7;0.0;38.0;45.4;0.0;46.5;28.7
220;0.0;20.0;60.0;0.0;34.1;59.9;0.0;34.1;59.9;0.0;38.0;33.1;0.0;38.0;46.4;0.0;42.9;27.6
221;0.0;20.0;60.0;0.0;30.5;60.0;0.0;30.5;60.0;0.0;38.0;33.6;0.0;36.4;47.5;0.0;39.7;26.0
222;0.0;20.0;60.0;0.0;26.9;60.0;0.0;26.9;60.0;0.0;38.0;34.1;0.0;33.0;48.7;0.0;38.1;24.9
223;0.0;20.0;60.0;0.0;23.3;60.0;0.0;23.3;60.0;0.0;38.0;34.6;0.0;29.4;49.9;0.0;38.0;24.5
224;0.0;20.0;59.4;0.0;20.8;60.0;0.0;20.8;60.0;0.0;38.0;35.2;0.0;25.8;51.0;0.0;38.0;24.2
225;0.0;20.0;57.7;0.0;20.0;59.9;0.0;20.0;59.9;0.0;38.0;35.8;0.0;22.4;52.1;0.0;38.0;23.9
226;0.0;20.0;55.1;0.0;20.0;59.7;0.0;20.0;59.7;0.0;38.0;36.5;0.0;20.4;53.2;0.0;38.0;23.6
227;0.0;20.0;52.1;0.0;20.0;59.3;0.0;20.0;59.3;0.0;36.6;37.2;0.0;20.0;54.2;0.0;38.0;23.3
228;0.9;20.0;48.7;1.5;20.0;58.8;0.0;20.0;58.8;0.0;33.3;37.9;0.0;20.0;55.2;0.0;38.0;23.0
229;3.7;20.0;45.2;4.8;20.0;58.1;0.0;20.0;58.1;0.0;29.7;38.4;0.0;20.0;56.0;0.0;38.0;22.8
230;7.3;20.0;41.8;8.4;20.0;57.3;1.0;20.0;57.3;0.0;26.1;38.0;0.0;20.0;56.8;0.0;38.0;22.6
231;10.9;20.0;38.3;12.0;20.0;56.4;3.6;20.0;56.4;0.0;22.6;37.3;0.0;20.0;57.4;0.0;38.0;22.5
232;14.5;20.0;34.8;15.4;20.0;55.5;7.0;20.0;55.5;0.0;20.4;37.4;0.9;20.0;57.8;0.0;38.0;22.5
233;16.1;20.0;31.4;16.5;20.0;53.7;10.1;20.0;53.7;0.0;20.0;38.2;3.5;20.0;58.1;0.0;38.0;22.5
234;15.4;19.7;27.9;15.6;20.0;51.0;11.0;20.0;51.0;0.8;20.0;39.2;6.9;20.0;58.3;0.0;36.4;22.6
235;16.0;17.6;24.5;17.1;20.0;49.3;10.5;20.0;49.3;3.0;20.0;40.2;8.3;20.0;58.3;0.0;33.0;22.7
236;18.9;14.0;21.0;20.6;20.0;48.9;12.1;20.0;48.9;5.7;20.0;41.2;9.5;20.0;58.1;0.0;29.4;22.9
237;21.9;10.4;17.6;22.6;20.0;48.6;15.5;20.0;48.6;8.9;20.0;42.3;12.8;20.0;57.8;0.0;25.8;23.1
238;23.0;6.8;14.1;23.0;20.0;48.4;19.1;20.0;48.4;11.8;20.0;43.3;14.9;20.0;57.3;0.8;22.3;23.4
239;23.0;3.4;10.6;23.0;20.0;48.4;21.8;20.0;48.4;12.5;20.0;44.2;15.9;20.0;56.7;3.4;20.3;23.8
240;23.0;0.8;7.2;23.0;20.0;47.8;22.3;20.0;47.8;12.3;20.0;45.2;18.3;20.0;56.0;6.9;20.0;24.2
241;23.0;0.0;3.9;23.0;18.3;45.5;22.2;18.3;45.5;13.8;20.0;46.1;21.0;20.0;55.2;8.2;20.0;24.7
242;23.0;0.0;1.1;23.0;14.9;42.0;22.7;14.9;42.0;16.7;20.0;46.9;22.0;19.6;54.4;9.4;20.0;25.2
243;23.0;0.0;0.0;23.0;11.3;38.5;23.0;11.3;38.5;19.4;20.0;47.7;22.5;17.4;53.5;10.6;20.0;25.8
244;23.0;0.0;0.0;23.0;7.7;35.0;23.0;7.7;35.0;21.8;20.0;48.3;23.0;13.8;52.7;11.8;20.0;26.4
245;23.0;0.0;0.0;23.0;4.2;31.5;23.0;4.2;31.5;22.6;20.0;48.9;22.7;10.2;51.8;13.6;20.0;27.1
246;23.0;0.0;0.0;23.0;1.3;28.1;23.0;1.3;28.1;21.9;20.0;49.4;22.6;6.6;51.0;14.4;20.0;27.9
247;23.0;0.0;0.0;23.0;0.0;24.6;23.0;0.0;24.6;22.2;20.0;49.7;22.9;3.2;50.2;16.2;20.0;28.7
248;23.0;0.0;0.0;23.0;0.0;21.1;23.0;0.0;21.1;23.0;19.7;49.9;22.7;0.7;49.7;17.6;20.0;29.6
249;23.0;0.0;0.0;23.0;0.0;17.6;23.0;0.0;17.6;23.0;17.6;50.0;22.6;0.0;49.2;18.1;20.0;30.5
250;23.0;0.0;0.0;23.0;0.0;14.1;23.0;0.0;14.1;23.0;14.0;49.9;22.8;0.0;49.0;19.7;20.0;31.5
251;22.4;0.0;0.0;21.9;0.0;10.7;23.0;0.0;10.7;23.0;10.4;49.7;23.0;0.0;47.3;21.4;20.0;32.4
252;20.1;0.0;0.0;19.0;0.0;7.2;23.0;0.0;7.2;23.0;6.9;49.3;23.0;0.0;44.0;21.9;20.0;33.4
253;16.8;0.0;0.0;15.5;0.0;3.9;23.0;0.0;3.9;23.0;3.4;48.9;23.0;0.0;40.4;22.3;20.0;33.5
254;13.4;0.0;0.0;12.1;0.0;1.1;22.2;0.0;1.1;23.0;0.9;48.3;23.0;0.0;36.9;22.9;20.0;33.5
255;10.1;0.0;0.0;8.7;0.0;0.0;19.6;0.0;0.0;23.0;0.0;47.6;23.0;0.0;33.3;22.8;19.6;34.2
256;6.8;0.0;0.0;5.3;0.0;0.0;16.0;0.0;0.0;23.0;0.0;46.8;22.3;0.0;29.8;22.6;17.3;35.2
257;3.5;0.0;0.0;2.1;0.0;0.0;12.4;0.0;0.0;23.0;0.0;46.0;19.8;0.0;26.2;22.8;13.7;36.2
258;1.0;0.0;0.0;0.2;0.0;0.0;8.8;0.0;0.0;22.9;0.0;45.1;16.2;0.0;22.6;22.8;10.1;37.2
259;0.0;0.0;0.0;0.0;0.0;0.0;5.3;0.0;0.0;20.9;0.0;44.2;12.6;0.0;19.1;22.6;6.6;38.2
260;0.0;0.0;0.0;0.0;0.0;0.0;1.8;0.0;0.0;17.3;0.0;43.3;9.0;0.0;15.5;22.7;3.1;39.2
261;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;13.7;0.0;42.3;5.5;0.0;12.0;22.9;0.7;40.1
262;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.1;0.0;41.4;2.0;0.0;8.4;23.0;0.0;41.0
263;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;0.0;40.5;0.1;0.0;5.0;23.0;0.0;41.9
264;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.1;0.0;39.6;0.0;0.0;1.6;21.2;0.0;42.7
265;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.0;38.8;0.0;0.0;0.0;17.6;0.0;43.3
266;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.1;0.0;0.0;0.0;14.0;0.0;43.9
267;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0;10.4;0.0;44.4
268;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.0;0.0;0.0;0.0;6.9;0.0;44.9
269;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.6;0.0;0.0;0.0;3.4;0.0;45.2
270;0.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.3;0.0;0.0;0.0;0.9;0.0;45.3
271;0.0;3.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.5;0.0;0.0;0.0;0.0;0.0;45.4
272;0.0;7.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.9;0.0;0.0;0.0;0.0;0.0;45.3
273;0.0;10.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.1;0.0;0.0;0.0;0.0;0.0;45.1
274;0.0;14.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.6;0.0;0.0;0.0;0.0;0.0;44.8
275;0.0;16.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.7;0.0;0.0;0.0;0.0;0.0;44.4
276;0.0;16.6;0.0;0.0;0.5;0.0;0.0;0.5;0.0;0.0;0.0;29.7;0.0;0.0;0.0;0.0;0.0;43.8
277;0.0;17.7;0.0;0.0;2.7;0.0;0.0;2.7;0.0;0.0;0.0;26.1;0.0;0.0;0.0;0.0;0.0;43.2
278;0.7;20.9;0.0;1.6;6.2;0.0;0.0;6.2;0.0;0.0;0.0;22.6;0.0;1.0;0.0;0.0;0.0;42.5
279;3.2;24.5;0.0;4.9;9.1;0.0;0.0;9.1;0.0;0.0;0.0;19.0;0.0;3.8;0.0;0.0;0.0;41.7
280;6.8;28.0;0.0;8.5;10.3;0.0;0.0;10.3;0.0;0.0;0.0;15.5;0.0;7.1;0.0;0.0;0.0;40.8
281;10.4;29.7;0.0;12.1;11.1;0.0;1.7;11.1;0.0;0.0;0.0;11.9;0.0;9.0;0.0;0.0;0.0;39.9
282;14.0;29.3;0.0;15.4;13.7;0.0;5.1;13.7;0.0;0.0;0.0;8.3;0.0;11.1;0.0;0.0;0.0;39.0
283;16.1;30.6;0.0;16.6;17.3;0.0;8.4;17.3;0.0;0.0;0.0;4.9;1.7;14.6;0.0;0.0;0.0;38.1
284;16.0;33.6;0.0;16.3;20.7;0.0;9.7;20.7;0.0;0.0;0.8;1.6;5.1;16.7;0.0;0.0;0.0;37.1
285;16.5;36.8;0.0;18.0;22.4;0.0;9.4;22.4;0.0;0.8;3.2;0.0;7.7;18.5;0.0;0.0;0.0;36.2
286;19.3;39.7;0.0;21.6;22.6;0.0;11.0;22.6;0.0;3.0;6.5;0.0;9.0;21.0;0.0;0.0;0.0;35.3
287;22.9;42.5;0.0;25.2;24.5;0.0;14.5;24.5;0.0;6.0;9.8;0.0;11.4;22.6;0.0;0.0;0.0;34.3
288;26.5;45.2;0.0;28.2;27.9;0.0;18.1;27.9;0.0;9.4;11.5;0.0;14.7;24.8;0.0;0.0;0.0;33.3
289;28.3;46.2;0.0;29.2;31.1;0.0;21.1;31.1;0.0;11.6;11.9;0.0;16.2;27.9;0.0;0.0;0.0;32.4
290;28.0;45.7;0.0;29.3;34.1;0.0;22.1;34.1;0.0;11.7;13.8;0.0;17.9;29.5;0.0;0.9;0.0;31.6
291;28.9;46.8;0.0;31.2;36.9;0.0;22.2;36.9;0.0;12.6;17.3;0.0;20.8;30.6;0.0;3.6;1.0;30.9
292;31.8;49.2;0.0;34.5;38.5;0.0;24.1;38.5;0.0;15.2;20.7;0.0;22.2;32.9;0.0;7.0;3.8;30.3
293;35.1;51.6;0.0;37.5;38.8;0.0;27.2;38.8;0.0;18.3;22.7;0.0;23.7;34.9;0.0;8.5;7.1;29.7
294;38.1;53.8;0.0;40.5;39.6;0.0;30.3;39.6;0.0;21.2;23.1;0.0;26.5;35.9;0.0;9.0;8.9;29.2
295;41.0;55.9;0.0;43.2;41.6;0.0;33.2;41.6;0.0;22.6;24.1;0.0;28.2;37.3;0.0;10.2;10.8;28.9
296;43.7;57.8;0.0;45.4;44.0;0.0;36.0;44.0;0.0;22.4;26.2;0.0;29.1;39.5;0.0;12.4;14.0;28.6
297;45.7;59.7;0.0;46.2;46.3;0.0;38.0;46.3;0.0;23.1;28.6;0.0;31.2;41.8;0.0;13.8;16.2;28.3
298;46.3;61.6;0.0;46.8;48.6;0.0;38.6;48.6;0.0;25.1;30.9;0.0;33.2;43.4;0.0;15.2;17.7;28.2
299;46.6;63.4;0.0;47.6;50.8;0.0;39.1;50.8;0.0;27.3;33.1;0.0;34.3;44.3;0.0;16.8;20.2;28.1
300;47.5;65.2;0.0;47.9;53.0;0.0;40.8;53.0;0.0;29.5;35.2;0.0;35.5;45.7;0.0;17.7;21.9;28.1
301;47.2;67.0;0.0;46.1;55.2;0.0;43.3;55.2;0.0;31.6;37.2;0.0;37.7;47.6;0.0;19.7;23.0;28.2
302;44.7;68.6;0.6;42.5;56.9;0.0;45.9;56.9;0.0;33.7;38.2;0.0;40.0;49.7;0.0;21.7;25.1;28.4
303;41.1;68.9;3.0;38.9;57.9;0.0;47.4;57.9;0.0;35.7;38.2;0.0;42.4;51.7;0.0;22.6;26.9;28.4
304;37.5;68.2;6.6;35.3;58.6;0.0;47.8;58.6;0.0;37.7;39.0;0.0;43.9;53.8;0.0;23.7;27.8;26.5
305;34.1;68.8;10.2;32.7;60.0;0.0;46.2;60.0;0.0;38.7;40.6;0.0;45.1;55.4;0.0;25.8;29.0;22.9
306;32.2;70.3;13.8;32.0;61.8;0.0;42.6;61.8;0.0;38.9;42.4;0.0;46.9;56.6;0.0;26.9;30.9;19.3
307;32.0;70.2;15.9;32.0;63.6;0.0;39.0;63.6;0.0;39.9;44.2;0.0;47.0;58.2;0.0;27.6;32.8;15.7
308;32.0;68.5;15.6;32.0;65.4;0.0;35.4;65.4;0.0;41.9;46.0;0.0;44.2;60.0;0.0;29.1;33.7;12.1
309;32.0;66.7;15.7;31.8;67.2;0.0;32.8;67.2;0.0;44.0;47.8;0.0;40.6;61.4;0.0;31.0;34.4;8.5
310;33.2;65.7;18.2;31.0;68.7;0.0;32.0;68.7;0.0;46.0;49.5;0.0;37.0;62.8;0.0;32.8;35.8;5.1
311;35.9;65.6;21.8;30.9;69.1;0.0;32.0;69.1;0.0;45.7;51.3;0.0;33.6;64.6;0.0;33.9;37.4;1.7
312;37.7;65.6;25.4;33.0;68.8;0.0;32.0;68.8;0.0;42.5;53.2;0.0;32.0;66.2;0.0;34.7;39.1;0.0
313;38.0;65.6;28.4;36.1;68.4;0.0;32.0;68.4;0.0;38.9;55.1;0.0;32.0;67.2;0.0;36.2;40.9;0.0
314;38.0;65.6;29.0;37.8;67.8;0.6;32.2;67.8;0.6;35.3;56.8;0.0;32.0;67.5;0.0;38.1;42.5;0.0
315;38.0;65.6;28.5;38.0;67.0;2.9;32.0;67.0;2.9;32.8;58.0;0.0;32.0;67.5;0.0;40.1;43.4;0.0
316;38.0;65.6;30.1;38.0;66.0;6.3;31.1;66.0;6.3;32.0;59.2;0.0;32.3;67.4;0.0;42.1;44.2;0.0
317;38.0;65.6;33.4;38.0;65.5;9.8;30.3;65.5;9.8;32.0;60.8;0.0;32.2;67.0;0.0;43.4;45.6;0.0
318;38.0;65.6;36.5;38.0;65.6;11.1;30.6;65.6;11.1;32.0;62.5;0.0;32.0;66.3;0.0;44.1;47.2;0.0
319;37.5;65.6;39.5;37.0;65.6;10.1;30.5;65.6;10.1;32.1;64.2;0.0;32.8;65.6;0.0;42.6;48.9;0.0
320;35.1;65.6;42.3;34.1;65.6;11.1;29.2;65.6;11.1;31.8;65.7;0.0;33.7;65.0;0.0;39.0;50.6;0.0
321;31.5;65.6;45.0;31.0;65.6;14.4;28.7;65.6;14.4;30.8;66.9;0.0;34.5;64.5;0.0;35.5;52.5;0.0
322;29.7;65.6;46.0;29.7;65.6;18.0;29.9;65.6;18.0;30.8;67.7;0.0;35.2;64.3;0.0;32.8;54.5;0.0
323;29.7;65.6;45.2;29.7;65.6;21.2;31.6;65.6;21.2;31.8;67.8;0.0;36.0;64.6;0.0;32.0;56.0;0.0
324;29.7;65.6;45.7;29.7;65.6;22.2;33.1;65.6;22.2;32.6;67.4;0.0;36.7;65.1;0.0;32.0;57.4;0.0
325;29.7;65.6;47.9;29.7;65.6;21.8;34.5;65.6;21.8;33.3;66.7;0.0;37.4;65.5;1.8;32.0;59.3;0.0
326;29.7;65.6;50.3;29.7;65.6;23.2;33.5;65.6;23.2;33.8;65.9;0.0;36.5;65.6;5.4;32.0;61.0;0.0
327;29.7;65.6;52.6;29.7;65.6;26.1;30.8;65.6;26.1;34.3;65.6;0.0;33.4;65.6;7.6;32.0;62.6;0.0
328;29.7;65.6;54.7;29.7;65.6;28.9;29.7;65.6;28.9;34.8;65.6;0.0;30.6;65.6;8.6;31.6;64.0;0.0
329;29.7;65.6;56.8;29.7;65.5;31.6;29.7;65.5;31.6;35.3;65.6;0.0;29.6;65.4;10.9;31.4;65.2;0.0
330;29.7;65.6;58.7;29.7;65.6;34.1;29.7;65.6;34.1;35.3;65.6;0.0;29.7;65.1;13.9;31.6;66.3;0.0
331;29.7;65.6;59.8;29.7;65.6;36.4;29.7;65.6;36.4;33.3;65.6;0.0;29.7;64.7;15.1;31.7;67.1;0.0
332;29.7;65.6;60.0;29.7;65.6;38.0;29.7;65.6;38.0;30.6;65.6;0.0;29.7;64.4;16.5;31.8;67.3;0.0
333;29.7;65.6;60.0;29.7;65.6;38.3;29.7;65.6;38.3;29.7;65.6;0.0;29.7;64.3;19.7;31.8;66.8;0.0
334;29.7;65.6;60.0;29.7;65.6;38.0;29.7;65.6;38.0;29.7;65.6;0.0;29.7;64.5;21.4;31.8;66.1;0.0
335;29.7;66.4;60.0;29.7;65.6;38.9;29.7;65.6;38.9;29.7;65.6;0.0;29.7;64.9;22.2;31.7;65.6;0.0
336;29.7;67.6;60.0;29.7;65.6;40.6;29.7;65.6;40.6;29.7;65.4;0.0;29.7;65.4;24.5;31.7;65.5;0.0
337;29.7;68.0;60.0;29.7;65.6;42.5;29.7;65.6;42.5;29.7;65.0;0.0;29.7;65.6;26.5;31.8;65.6;0.0
338;29.7;68.0;60.0;29.7;65.6;44.4;29.7;65.6;44.4;29.7;64.6;0.0;29.7;65.6;27.3;31.9;65.6;0.0
339;29.7;68.0;60.0;29.7;65.6;46.3;29.7;65.6;46.3;29.7;64.2;0.0;29.7;65.6;28.4;31.2;65.6;0.0
340;29.7;68.0;60.0;29.7;65.6;48.3;29.7;65.6;48.3;29.7;63.9;0.0;29.7;65.6;30.5;29.8;65.6;0.0
341;29.7;68.0;60.0;29.7;65.6;50.4;29.7;65.6;50.4;29.7;64.0;0.0;29.7;65.6;32.7;29.2;65.6;0.0
342;29.7;68.0;60.0;29.7;65.4;52.6;29.7;65.4;52.6;29.7;64.3;0.0;29.7;65.5;33.5;29.4;65.6;0.0
343;29.7;68.0;60.0;29.7;65.2;54.8;29.7;65.2;54.8;29.7;64.8;0.0;29.7;65.3;33.8;29.6;65.5;0.0
344;29.7;68.0;60.0;29.7;64.8;56.1;29.7;64.8;56.1;29.7;65.3;0.0;29.7;64.9;35.2;29.7;65.3;0.0
345;29.7;68.0;60.0;29.7;64.6;56.7;29.7;64.6;56.7;29.7;65.6;1.2;29.7;64.4;36.9;29.7;64.8;0.0
346;29.7;68.0;60.0;29.7;64.4;57.8;29.7;64.4;57.8;29.7;65.6;3.6;29.7;63.8;38.6;29.7;64.3;0.0
347;29.7;68.0;60.0;29.7;64.5;58.8;29.7;64.5;58.8;29.7;65.6;6.3;29.7;63.1;40.3;29.7;63.8;0.0
348;29.7;68.0;60.0;29.7;64.7;59.1;29.7;64.7;59.1;29.7;65.6;9.6;29.7;62.5;42.1;29.7;63.4;0.0
349;29.7;68.0;60.0;29.7;65.1;59.3;29.7;65.1;59.3;29.7;65.5;11.8;29.7;62.0;43.3;29.7;63.3;0.0
350;29.7;68.0;60.0;29.7;65.6;59.7;29.7;65.6;59.7;29.7;65.3;11.8;29.7;61.8;43.9;29.7;63.5;0.0
351;29.7;68.0;60.0;29.7;66.2;59.8;29.7;66.2;59.8;29.7;64.9;12.1;29.7;61.7;44.9;29.7;63.9;0.0
352;29.7;68.0;60.0;29.7;66.7;59.8;29.7;66.7;59.8;29.7;64.3;14.1;29.7;61.7;46.7;29.7;64.3;0.0
353;29.7;68.0;60.0;29.7;67.4;59.8;29.7;67.4;59.8;29.7;63.6;16.9;29.1;61.9;48.7;29.7;64.7;0.0
354;29.7;68.0;60.0;29.7;67.8;59.8;29.7;67.8;59.8;29.7;62.9;19.6;28.5;62.1;50.9;29.7;65.0;0.0
355;29.7;68.0;60.0;29.7;68.0;59.8;29.7;68.0;59.8;29.7;62.2;21.8;28.5;62.3;53.0;29.7;65.2;0.0
356;29.7;67.5;60.0;29.7;68.0;59.8;29.7;68.0;59.8;29.7;61.7;22.3;28.7;62.7;54.4;29.7;65.2;0.0
357;29.7;66.1;60.0;29.7;68.0;59.8;29.7;68.0;59.8;29.7;61.3;21.9;29.0;63.0;55.6;29.7;65.1;0.0
358;29.7;65.1;60.0;29.7;68.0;59.8;29.7;68.0;59.8;29.7;61.1;22.8;29.3;63.5;57.3;29.7;64.8;0.0
359;29.7;65.0;60.0;29.7;68.0;59.8;29.7;68.0;59.8;29.7;61.1;24.6;29.6;64.1;58.3;29.7;64.4;0.0
360;29.7;65.0;60.0;29.7;68.0;59.8;29.7;68.0;59.8;29.7;61.2;26.5;29.7;64.7;58.7;29.7;63.7;0.0
361;29.7;65.0;60.0;29.7;67.9;59.8;29.7;67.9;59.8;29.7;61.4;28.3;29.7;65.3;59.2;29.7;63.0;0.0
362;29.7;65.0;60.0;29.7;67.4;59.9;29.7;67.4;59.9;29.7;61.6;30.1;29.7;66.0;59.6;29.7;62.1;0.0
363;29.7;65.0;60.0;29.7;66.6;60.0;29.7;66.6;60.0;29.7;61.8;31.8;29.7;66.6;59.7;29.7;61.3;0.0
364;29.7;65.0;60.0;29.7;65.8;60.0;29.7;65.8;60.0;29.7;62.2;33.5;29.7;67.3;59.7;29.7;60.7;0.0
365;29.7;65.0;59.6;29.7;65.1;60.0;29.7;65.1;60.0;29.7;62.6;35.0;29.7;67.3;59.7;29.7;60.1;0.0
366;29.7;65.0;58.1;29.9;65.0;60.0;29.7;65.0;60.0;29.7;63.0;36.4;29.7;66.7;59.7;29.7;59.8;0.0
367;29.0;65.0;56.0;31.7;65.0;60.0;29.7;65.0;60.0;29.7;63.6;37.8;29.7;66.1;59.7;29.7;59.7;0.0
368;27.5;65.0;55.0;34.8;65.0;60.0;29.7;65.0;60.0;29.7;64.1;38.3;29.7;65.4;59.8;29.7;59.6;0.0
369;28.1;65.0;55.0;37.9;65.0;60.0;29.7;65.0;60.0;29.7;64.7;37.9;29.7;65.0;60.0;29.7;59.7;0.0
370;31.2;65.0;56.0;40.8;65.0;60.0;29.7;65.0;60.0;29.7;65.3;38.1;29.7;65.0;60.0;29.7;59.7;0.0
371;34.4;65.6;58.0;43.4;65.0;60.0;29.7;65.0;60.0;29.7;65.9;39.3;29.7;64.8;60.0;29.7;59.9;0.0
372;37.5;66.9;59.5;44.8;65.0;60.0;30.0;65.0;60.0;29.7;66.6;40.7;29.7;64.5;60.0;29.7;60.1;1.8
