Time;Urban delivery, 3.5t;Regional delivery, 3.5t;Long haul, 3.5t;Urban delivery, 7.5t;Regional delivery, 8.5t;Long haul, 7.5t;Urban delivery, 18t;Regional delivery, 18t;Long haul, 18t;Urban delivery, 26t;Regional delivery, 26t;Long haul, 26t;Urban delivery, 40t;Regional delivery, 40t;Long haul, 40t;Urban delivery, 60t;Regional delivery, 60t;Long haul, 60t
5184;;;44.9068;;;55;;;55;;;60;;;0;;;80.4593
5185;;;41.4267;;;55;;;55;;;60;;;0;;;80.1158
5186;;;37.9467;;;55;;;55;;;60;;;0;;;79.773
5187;;;34.4666;;;55;;;55;;;60;;;0;;;79.4309
5188;;;30.9865;;;55;;;55;;;60;;;0;;;79.0896
5189;;;27.5065;;;55.7124;;;55.7124;;;60;;;0;;;78.7488
5190;;;24.0264;;;57.1546;;;57.1546;;;60;;;0;;;78.4088
5191;;;20.5464;;;58.5685;;;58.5685;;;60;;;0;;;78.0695
5192;;;17.0663;;;59.5811;;;59.5811;;;60;;;0;;;77.7308
5193;;;13.5863;;;59.9098;;;59.9098;;;60;;;0;;;77.3928
5194;;;10.1062;;;59.9098;;;59.9098;;;60;;;0;;;77.0555
5195;;;6.6739;;;59.9098;;;59.9098;;;60;;;0;;;76.7188
5196;;;3.334;;;59.9098;;;59.9098;;;60;;;0;;;76.3828
5197;;;0.8431;;;59.9098;;;59.9098;;;60;;;0;;;76.0474
5198;;;0;;;59.9098;;;59.9098;;;60;;;0;;;75.7127
5199;;;0;;;59.9098;;;59.9098;;;60;;;0;;;75.3786
5200;;;0;;;59.9309;;;59.9309;;;60;;;0;;;75.0451
5201;;;0;;;59.8763;;;59.8763;;;60;;;0;;;74.7123
5202;;;0;;;59.6336;;;59.6336;;;60;;;0;;;74.3801
5203;;;0;;;59.248;;;59.248;;;60;;;0;;;74.0485
5204;;;0;;;58.7742;;;58.7742;;;60;;;0;;;73.4229
5205;;;0;;;58.2256;;;58.2256;;;60;;;0;;;72.7682
5206;;;0;;;57.6006;;;57.6006;;;60;;;0;;;72.4735
5207;;;0;;;55.9784;;;55.9784;;;60;;;0;;;72.2857
5208;;;0;;;53.1103;;;53.1103;;;60;;;0;;;72.1116
5209;;;0;;;49.8199;;;49.8199;;;60;;;0;;;71.9394
5210;;;0;;;46.3918;;;46.3918;;;60;;;0;;;71.7674
5211;;;0;;;42.9612;;;42.9612;;;60;;;0;;;71.5958
5212;;;0;;;39.5306;;;39.5306;;;60;;;0;;;71.4245
5213;;;0;;;36.0999;;;36.0999;;;60;;;0;;;71.2535
5214;;;0;;;32.6693;;;32.6693;;;60;;;0;;;71.0828
5215;;;0;;;29.2387;;;29.2387;;;60;;;0;;;70.9124
5216;;;0;;;25.808;;;25.808;;;60;;;0;;;70.7423
5217;;;0;;;22.3774;;;22.3774;;;60;;;0.1343;;;70.5725
5218;;;0;;;18.9468;;;18.9468;;;60;;;2.0686;;;70.403
5219;;;0;;;15.5162;;;15.5162;;;60;;;5.6686;;;70.2338
5220;;;0;;;12.0855;;;12.0855;;;60;;;8.154;;;70.0649
5221;;;0;;;8.6549;;;8.6549;;;60;;;9.9685;;;69.8963
5222;;;0;;;5.3076;;;5.3076;;;60;;;12.8977;;;69.7279
5223;;;0;;;2.0485;;;2.0485;;;60;;;15.95;;;69.5598
5224;;;0;;;0.2107;;;0.2107;;;60;;;17.8988;;;69.392
5225;;;0;;;0;;;0;;;60;;;20.3731;;;69.2245
5226;;;0;;;0;;;0;;;60;;;22.5811;;;69.0572
5227;;;0;;;0;;;0;;;60;;;24.4997;;;68.8902
5228;;;0;;;0;;;0;;;60;;;27.7389;;;68.7234
5229;;;0;;;0;;;0;;;60;;;29.9321;;;68.5569
5230;;;0;;;0;;;0;;;59.9924;;;31.8252;;;68.3906
5231;;;0;;;0;;;0;;;59.4194;;;34.8421;;;68.2247
5232;;;0;;;0;;;0;;;58.2514;;;37.4176;;;68.0589
5233;;;0;;;0;;;0;;;57.1567;;;39.4229;;;67.8914
5234;;;0;;;0;;;0;;;56.2968;;;41.8036;;;67.706
5235;;;0;;;0;;;0;;;55.6701;;;44.4628;;;67.5038
5236;;;0;;;0;;;0;;;55.2686;;;46.5878;;;67.2808
5237;;;0;;;0;;;0;;;55.063;;;48.6457;;;67.0366
5238;;;0;;;0;;;0;;;55;;;50.9984;;;66.7907
5239;;;0;;;0;;;0;;;55.4765;;;53.2049;;;66.5453
5240;;;0;;;0;;;0;;;56.763;;;55.2951;;;66.3002
5241;;;0;;;0;;;0;;;58.4026;;;57.3038;;;66.0554
5242;;;0;;;0;;;0;;;59.6162;;;59.0657;;;65.811
5243;;;0;;;0;;;0;;;60;;;59.8483;;;65.567
5244;;;0;;;0;;;0;;;60;;;59.8483;;;65.3234
5245;;;0;;;0;;;0;;;60;;;59.8483;;;65.0801
5246;;;0;;;0;;;0;;;60;;;59.8483;;;64.8476
5247;;;0;;;0;;;0;;;60;;;59.8483;;;64.6339
5248;;;0;;;0;;;0;;;60;;;59.8483;;;64.4285
5249;;;0;;;0;;;0;;;59.988;;;59.8483;;;64.2234
5250;;;0;;;0;;;0;;;59.8676;;;59.8483;;;64.0185
5251;;;0;;;0;;;0;;;59.5154;;;59.8483;;;63.814
5252;;;0;;;0;;;0;;;58.9831;;;59.8483;;;63.6097
5253;;;0;;;0;;;0;;;58.455;;;59.9116;;;63.4056
5254;;;0;;;0;;;0;;;58.0406;;;59.9749;;;63.2019
5255;;;0;;;0;;;0;;;57.7501;;;59.9779;;;62.9984
5256;;;0;;;0;;;0;;;57.5777;;;59.9495;;;62.7952
5257;;;0;;;0;;;0;;;57.4855;;;59.8465;;;62.5922
5258;;;0;;;0;;;0;;;57.3848;;;59.6967;;;62.3896
5259;;;0;;;0;;;0;;;57.2223;;;59.5403;;;62.1872
5260;;;0;;;0;;;0;;;56.9985;;;59.3845;;;61.985
5261;;;0;;;0;;;0;;;56.7166;;;59.2291;;;61.7831
5262;;;0;;;0;;;0;;;56.3529;;;59.0758;;;61.5815
5263;;;0;;;0;;;0;;;55.8584;;;58.9686;;;61.3801
5264;;;0;;;0;;;0;;;55.2721;;;58.979;;;61.179
5265;;;0;;;0;;;0;;;54.7208;;;59.1292;;;60.9781
5266;;;0;;;0;;;0;;;54.2776;;;59.4216;;;60.7776
5267;;;0;;;0;;;0;;;53.9269;;;59.6855;;;60.5772
5268;;;0;;;0;;;0;;;53.0527;;;59.7655;;;60.3772
5269;;;0;;;0;;;0;;;51.4733;;;59.7655;;;60.1774
5270;;;0;;;0;;;0;;;50.4065;;;59.7655;;;59.9778
5271;;;0;;;0;;;0;;;50.0924;;;59.7655;;;59.7786
5272;;;0;;;0;;;0;;;49.8842;;;59.7655;;;59.5796
5273;;;0;;;0;;;0;;;49.7253;;;59.7655;;;59.3809
5274;;;0;;;0;;;0;;;49.6346;;;59.5613;;;59.1825
5275;;;0;;;0;;;0;;;49.6138;;;58.2615;;;58.9844
5276;;;0;;;0;;;0;;;49.6807;;;56.083;;;58.7866
5277;;;0;;;0;;;0;;;49.8842;;;55;;;58.5891
5278;;;0;;;0;;;0;;;50.197;;;55;;;58.3918
5279;;;0;;;0;;;0;;;50.4943;;;55;;;58.1948
5280;;;0;;;0;;;0;;;50.7147;;;55;;;57.9981
5281;;;0;;;0;;;0;;;50.5961;;;55;;;57.8017
5282;;;0;;;0;;;0;;;49.6407;;;55;;;57.2654
5283;;;0;;;0;;;0;;;48.2252;;;55;;;56.6646
5284;;;0;;;1.5669;;;1.5669;;;46.9519;;;55;;;56.4824
5285;;;0;;;4.7994;;;4.7994;;;45.8261;;;55.2524;;;56.4615
5286;;;0;;;8.257;;;8.257;;;44.8655;;;56.3479;;;56.4617
